-9.34043e-09,-0.0098193,0
5.53537e-09,-0.00708311,7.51033e-09
0,-0.00351327,0
0,-0.00169691,0
0,-0.000889452,0
-6.67986e-09,-0.000509469,-6.53109e-09
0,-0.000314526,8.0911e-09
0,-0.000206229,5.23889e-09
-8.9239e-09,-0.000141907,7.05067e-09
0,-0.000101543,-4.90438e-09
7.47077e-09,-7.50297e-05,0
0.00849842,-0.00290291,0
0.00541708,-0.00272614,-0.00269263
0.00196491,-0.00196774,-0.00196492
0.000650409,-0.00119392,-0.000976362
0.000236059,-0.000708763,-0.000472367
9.68028e-05,-0.000435841,-0.000242076
4.43462e-05,-0.000280926,-0.000133062
2.22788e-05,-0.000189388,-7.79792e-05
1.2072e-05,-0.000132802,-4.82836e-05
6.95802e-06,-9.62965e-05,-3.13242e-05
4.23214e-06,-7.18491e-05,-2.11203e-05
0.00528221,0.00175664,0
0.00393746,0.000983868,-0.00196492
0.00191636,4.0532e-09,-0.00191636
0.000801377,-0.000334291,-0.0012026
0.000338299,-0.000338552,-0.000676833
0.000152596,-0.000267164,-0.000381588
7.43528e-05,-0.0001983,-0.000223057
3.89241e-05,-0.000145992,-0.000136247
2.17087e-05,-0.00010854,-8.68352e-05
1.27652e-05,-8.20033e-05,-5.74979e-05
7.88042e-06,-6.30186e-05,-3.93906e-05
0.00235073,0.00182958,0
0.00195377,0.00141212,-0.000976362
0.0012026,0.000668562,-0.0012026
0.000631057,0.000175343,-0.000946807
0.000316263,-3.51954e-05,-0.00063265
0.000160893,-9.83746e-05,-0.000402304
8.52119e-05,-0.000104179,-0.000255666
4.73325e-05,-9.20251e-05,-0.00016564
2.75178e-05,-7.64816e-05,-0.000110125
1.67278e-05,-6.22384e-05,-7.52404e-05
1.05436e-05,-5.04174e-05,-5.27655e-05
-7.47234e-09,-0.00293954,0
-8.08808e-09,-0.00251244,0
0,-0.00169691,0
0,-0.00104185,-7.06084e-09
0,-0.000636543,0
-5.64673e-09,-0.000401364,-6.38913e-09
0,-0.000263601,0
-6.81156e-09,-0.000180149,0
0,-0.000127584,0
-5.32257e-09,-9.32014e-05,0
0,-6.99274e-05,-4.76301e-09
0.00225831,-0.00176339,0
0.00178209,-0.0015874,-0.000592555
0.000976362,-0.00119392,-0.000650409
0.000455071,-0.000809205,-0.000455058
0.000207719,-0.000530987,-0.000277
9.87991e-05,-0.000351366,-0.000164692
4.98933e-05,-0.000238423,-9.98011e-05
2.67777e-05,-0.000166663,-6.24827e-05
1.52115e-05,-0.000119939,-4.05439e-05
9.08304e-06,-8.86431e-05,-2.71957e-05
5.63826e-06,-6.70949e-05,-1.88211e-05
0.00235073,-0.000132671,-5.10064e-09
0.00195378,-0.000218196,-0.000650409
0.0012026,-0.000334291,-0.000801384
0.000631063,-0.000350671,-0.000631063
0.000316263,-0.000298763,-0.000421748
0.000160888,-0.000232452,-0.000268192
8.52173e-05,-0.000175191,-0.000170444
4.73325e-05,-0.000131455,-0.000110426
2.75178e-05,-9.94234e-05,-7.34206e-05
1.67278e-05,-7.61698e-05,-5.0164e-05
1.05436e-05,-5.92142e-05,-3.51787e-05
0.00156348,0.000520917,-7.06084e-09
0.00136593,0.000404603,-0.000455071
0.000946792,0.000175343,-0.000631063
0.000567326,-4.8463e-09,-0.000567326
0.000318757,-8.26615e-05,-0.00042506
0.000177195,-0.000105025,-0.000295352
0.000100278,-0.000100279,-0.000200557
5.84406e-05,-8.66358e-05,-0.000136437
3.53038e-05,-7.18825e-05,-9.40882e-05
2.20375e-05,-5.87513e-05,-6.60985e-05
1.41963e-05,-4.78784e-05,-4.73532e-05
0,-0.00124235,0
7.04897e-09,-0.0011346,0
0,-0.000889452,0
4.74344e-09,-0.000636543,0
0,-0.000439585,0
0,-0.000303107,0
0,-0.000212214,-4.91929e-09
0,-0.000151848,0
0,-0.000111211,5.53619e-09
0,-8.32948e-05,0
0,-6.36944e-05,-6.53114e-09
0.000800364,-0.000934877,0
0.000694064,-0.000868304,-0.000173318
0.000472377,-0.000708763,-0.000236059
0.000277009,-0.000530987,-0.000207731
0.000152624,-0.00038162,-0.000152624
8.35218e-05,-0.00027147,-0.000104404
4.67017e-05,-0.000194559,-7.00517e-05
2.6967e-05,-0.000141668,-4.72248e-05
1.61822e-05,-0.000105114,-3.23411e-05
1.00427e-05,-7.95177e-05,-2.25946e-05
6.44281e-06,-6.12662e-05,-1.61311e-05
0.00106732,-0.00035634,0
0.00094491,-0.000354715,-0.000236052
0.000676833,-0.000338552,-0.000338305
0.000421732,-0.000298763,-0.000316258
0.000245599,-0.000245622,-0.000245599
0.000140584,-0.000193327,-0.000175755
8.13725e-05,-0.000149209,-0.000122072
4.82863e-05,-0.000114695,-8.45029e-05
2.95399e-05,-8.85984e-05,-5.90655e-05
1.86374e-05,-6.90767e-05,-4.19133e-05
1.2105e-05,-5.44861e-05,-3.02628e-05
0.00091679,5.07567e-05,-5.922e-09
0.000831185,2.29614e-05,-0.000207725
0.000632656,-3.51954e-05,-0.000316263
0.00042506,-8.26615e-05,-0.000318757
0.000266169,-0.000103523,-0.000266169
0.000162064,-0.000103547,-0.000202584
9.85657e-05,-9.31039e-05,-0.000147854
6.08274e-05,-7.93937e-05,-0.000106431
3.83118e-05,-6.60224e-05,-7.66679e-05
2.4756e-05,-5.43544e-05,-5.57098e-05
1.64098e-05,-4.46348e-05,-4.10047e-05
